TradeId,TradePairId,Market,Type,Rate,Amount,Total,Fee,TimeStamp
68285077,6130,UBT/BTC,Sell,3.38e-06,2500.0,0.00845,1.69e-05,2018-09-02T23:21:35.1773543
68276014,6130,UBT/BTC,Sell,3.46e-06,1976.6824732,0.00683932,1.368e-05,2018-09-02T19:20:34.7685818
68275953,6130,UBT/BTC,Sell,3.46e-06,1826.53190728,0.0063198,1.264e-05,2018-09-02T19:19:08.9446816
68275952,6130,UBT/BTC,Sell,3.46e-06,2500.0,0.00865,1.73e-05,2018-09-02T19:19:08.9446816
68273275,6130,UBT/BTC,Sell,3.47e-06,435.21314719,0.00151019,3.02e-06,2018-09-02T18:25:02.0150737
68273261,6130,UBT/BTC,Sell,3.47e-06,2566.32268604,0.00890514,1.781e-05,2018-09-02T18:24:40.9104428
68273260,6130,UBT/BTC,Sell,3.47e-06,5000.0,0.01735,3.47e-05,2018-09-02T18:24:40.9104428
68273259,6130,UBT/BTC,Sell,3.46e-06,2500.0,0.00865,1.73e-05,2018-09-02T18:24:40.9104428
68272443,6130,UBT/BTC,Sell,3.46e-06,2500.0,0.00865,1.73e-05,2018-09-02T18:06:35.0714152
68270558,6130,UBT/BTC,Sell,3.47e-06,5985.28016014,0.02076892,4.154e-05,2018-09-02T17:26:52.7953904
68270557,6130,UBT/BTC,Sell,3.47e-06,2474.33950543,0.00858596,1.717e-05,2018-09-02T17:26:52.7953904
68270541,6130,UBT/BTC,Sell,3.47e-06,2525.66049457,0.00876404,1.753e-05,2018-09-02T17:26:35.0056202
68270540,6130,UBT/BTC,Sell,3.46e-06,2500.0,0.00865,1.73e-05,2018-09-02T17:26:35.0056202
68268639,6130,UBT/BTC,Sell,3.46e-06,7500.0,0.02595,5.19e-05,2018-09-02T16:52:20.2128906
68268638,6130,UBT/BTC,Sell,3.46e-06,5000.0,0.0173,3.46e-05,2018-09-02T16:52:20.2128906
68268637,6130,UBT/BTC,Sell,3.46e-06,2500.0,0.00865,1.73e-05,2018-09-02T16:52:20.2128906
68267079,6130,UBT/BTC,Sell,3.46e-06,7500.0,0.02595,5.19e-05,2018-09-02T16:22:03.6142179
68267078,6130,UBT/BTC,Sell,3.46e-06,5000.0,0.0173,3.46e-05,2018-09-02T16:22:03.6142179
68267077,6130,UBT/BTC,Sell,3.46e-06,2500.0,0.00865,1.73e-05,2018-09-02T16:22:03.6142179
68251562,6130,UBT/BTC,Sell,3.54e-06,225.98870056,0.0008,1.6e-06,2018-09-02T11:32:11.5356168
68250752,6130,UBT/BTC,Sell,3.55e-06,200.0,0.00071,1.42e-06,2018-09-02T11:20:17.7732734
68249525,6130,UBT/BTC,Sell,3.54e-06,3650.69215738,0.01292345,2.585e-05,2018-09-02T10:52:58.1160877
68249524,6130,UBT/BTC,Sell,3.54e-06,4066.42807786,0.01439516,2.879e-05,2018-09-02T10:52:58.1160877
68248697,6130,UBT/BTC,Sell,3.54e-06,1409.61015821,0.00499002,9.98e-06,2018-09-02T10:38:08.160055
68248575,6130,UBT/BTC,Sell,3.54e-06,5000.0,0.0177,3.54e-05,2018-09-02T10:35:06.4102834
68248574,6130,UBT/BTC,Sell,3.54e-06,7500.0,0.02655,5.31e-05,2018-09-02T10:35:06.4102834
68248520,6130,UBT/BTC,Buy,3.7e-06,5000.0,0.0185,3.7e-05,2018-09-02T10:33:29.3531625
68248520,6130,UBT/BTC,Buy,3.7e-06,5000.0,0.0185,3.7e-05,2018-09-02T10:33:29.3531625
68248516,6130,UBT/BTC,Buy,3.71e-06,2500.0,0.009275,1.855e-05,2018-09-02T10:33:24.6624457
68248516,6130,UBT/BTC,Buy,3.71e-06,2500.0,0.009275,1.855e-05,2018-09-02T10:33:24.6624457
68248491,6130,UBT/BTC,Buy,3.61e-06,5000.0,0.01805,3.61e-05,2018-09-02T10:32:30.4202478
68248491,6130,UBT/BTC,Buy,3.61e-06,5000.0,0.01805,3.61e-05,2018-09-02T10:32:30.4202478
68248487,6130,UBT/BTC,Buy,3.61e-06,2500.0,0.009025,1.805e-05,2018-09-02T10:32:28.7727295
68248487,6130,UBT/BTC,Buy,3.61e-06,2500.0,0.009025,1.805e-05,2018-09-02T10:32:28.7727295
68247782,6130,UBT/BTC,Sell,3.56e-06,969.01702214,0.0034497,6.9e-06,2018-09-02T10:20:33.6031755
68247340,6130,UBT/BTC,Sell,3.54e-06,7500.0,0.02655,5.31e-05,2018-09-02T10:14:22.8770831
68247339,6130,UBT/BTC,Sell,3.53e-06,5000.0,0.01765,3.53e-05,2018-09-02T10:14:22.8770831
68247338,6130,UBT/BTC,Sell,3.53e-06,2500.0,0.008825,1.765e-05,2018-09-02T10:14:22.8770831
68246137,6130,UBT/BTC,Sell,3.54e-06,579.67680458,0.00205206,4.1e-06,2018-09-02T09:59:20.6863778
68244950,6130,UBT/BTC,Buy,3.45e-06,146.6280222,0.00050587,1.01e-06,2018-09-02T09:43:41.834775
68243968,6130,UBT/BTC,Buy,3.45e-06,2500.0,0.008625,1.725e-05,2018-09-02T09:33:24.4737421
68243968,6130,UBT/BTC,Buy,3.45e-06,2500.0,0.008625,1.725e-05,2018-09-02T09:33:24.4737421
68240011,6130,UBT/BTC,Buy,3.58e-06,6001.29390543,0.02148463,4.297e-05,2018-09-02T08:15:04.0808765
68236328,6130,UBT/BTC,Buy,3.57e-06,5237.73164966,0.0186987,3.74e-05,2018-09-02T06:57:10.4837104
68232552,6130,UBT/BTC,Buy,3.6e-06,223.46368715,0.00080447,1.61e-06,2018-09-02T05:40:02.8858131
68224355,6130,UBT/BTC,Sell,3.53e-06,4103.63011474,0.01448581,2.897e-05,2018-09-02T01:33:45.7770918
68224352,6130,UBT/BTC,Buy,3.52e-06,2735.75340983,0.00962985,1.926e-05,2018-09-02T01:33:38.6540289
68224352,6130,UBT/BTC,Buy,3.52e-06,2735.75340983,0.00962985,1.926e-05,2018-09-02T01:33:38.6540289
68223296,6130,UBT/BTC,Buy,3.58e-06,2735.75340983,0.009794,1.959e-05,2018-09-02T01:02:13.1267789
68223296,6130,UBT/BTC,Buy,3.58e-06,2735.75340983,0.009794,1.959e-05,2018-09-02T01:02:13.1267789
68222145,6130,UBT/BTC,Buy,3.58e-06,2735.75340983,0.009794,1.959e-05,2018-09-02T00:31:43.9049527
68222145,6130,UBT/BTC,Buy,3.58e-06,2735.75340983,0.009794,1.959e-05,2018-09-02T00:31:43.9049527
68221084,6130,UBT/BTC,Buy,3.51e-06,2735.75340983,0.00960249,1.92e-05,2018-09-02T00:01:53.9609279
68221084,6130,UBT/BTC,Buy,3.51e-06,2735.75340983,0.00960249,1.92e-05,2018-09-02T00:01:53.9609279
68217294,6130,UBT/BTC,Buy,3.48e-06,1603.63011474,0.00558063,1.116e-05,2018-09-01T22:34:08.7476231
68217294,6130,UBT/BTC,Buy,3.48e-06,1603.63011474,0.00558063,1.116e-05,2018-09-01T22:34:08.7476231
68217293,6130,UBT/BTC,Buy,3.48e-06,2500.0,0.0087,1.74e-05,2018-09-01T22:34:05.6078321
68217293,6130,UBT/BTC,Buy,3.48e-06,2500.0,0.0087,1.74e-05,2018-09-01T22:34:05.6078321
68213301,6130,UBT/BTC,Sell,3.49e-06,148.6997352,0.00051896,1.04e-06,2018-09-01T21:12:42.103632
68208789,6130,UBT/BTC,Buy,3.49e-06,2780.36333039,0.00970347,1.941e-05,2018-09-01T20:02:08.8303339
68208789,6130,UBT/BTC,Buy,3.49e-06,2780.36333039,0.00970347,1.941e-05,2018-09-01T20:02:08.8303339
68208420,6130,UBT/BTC,Sell,3.5e-06,256.85018851,0.00089898,1.8e-06,2018-09-01T19:54:27.8507214
68207268,6130,UBT/BTC,Sell,3.58e-06,1191.49617547,0.00426556,8.53e-06,2018-09-01T19:32:17.1960558
68207266,6130,UBT/BTC,Sell,3.58e-06,4369.20379797,0.01564175,3.128e-05,2018-09-01T19:32:11.3014738
68207265,6130,UBT/BTC,Sell,3.58e-06,223.46368715,0.0008,1.6e-06,2018-09-01T19:32:11.3014738
68207121,6130,UBT/BTC,Sell,3.49e-06,5000.0,0.01745,3.49e-05,2018-09-01T19:29:52.8455514
68207120,6130,UBT/BTC,Sell,3.49e-06,2500.0,0.008725,1.745e-05,2018-09-01T19:29:52.8455514
68207119,6130,UBT/BTC,Sell,3.48e-06,7500.0,0.0261,5.22e-05,2018-09-01T19:29:52.8455514
68204711,6130,UBT/BTC,Sell,3.49e-06,7500.0,0.026175,5.235e-05,2018-09-01T18:51:03.4913347
68204709,6130,UBT/BTC,Sell,3.48e-06,5000.0,0.0174,3.48e-05,2018-09-01T18:51:00.1868975
68204708,6130,UBT/BTC,Sell,3.48e-06,2500.0,0.0087,1.74e-05,2018-09-01T18:51:00.1868975
68197709,6130,UBT/BTC,Sell,3.47e-06,146.680702,0.00050898,1.02e-06,2018-09-01T17:16:59.551513
68196066,6130,UBT/BTC,Sell,3.5e-06,160.62161392,0.00056218,1.12e-06,2018-09-01T17:01:14.8070654
68191934,6130,UBT/BTC,Sell,3.48e-06,5000.0,0.0174,3.48e-05,2018-09-01T16:15:23.7348783
68188512,6130,UBT/BTC,Buy,3.47e-06,2500.0,0.008675,1.735e-05,2018-09-01T15:33:42.5308453
68188512,6130,UBT/BTC,Buy,3.47e-06,2500.0,0.008675,1.735e-05,2018-09-01T15:33:42.5308453
68185402,6130,UBT/BTC,Buy,3.49e-06,2500.0,0.008725,1.745e-05,2018-09-01T15:03:19.0991002
68185402,6130,UBT/BTC,Buy,3.49e-06,2500.0,0.008725,1.745e-05,2018-09-01T15:03:19.0991002
68170543,6130,UBT/BTC,Sell,3.48e-06,285.27714686,0.00099276,1.99e-06,2018-09-01T11:56:39.6375272
68165846,6130,UBT/BTC,Sell,3.48e-06,363.94452474,0.00126653,2.53e-06,2018-09-01T10:27:20.7932186
68156268,6130,UBT/BTC,Sell,3.44e-06,166.23191433,0.00057184,1.14e-06,2018-09-01T08:05:07.4831209
68144660,6130,UBT/BTC,Buy,3.48e-06,2500.0,0.0087,1.74e-05,2018-09-01T06:08:21.2342799
68144660,6130,UBT/BTC,Buy,3.48e-06,2500.0,0.0087,1.74e-05,2018-09-01T06:08:21.2342799
68144240,6130,UBT/BTC,Buy,3.49e-06,5000.0,0.01745,3.49e-05,2018-09-01T06:01:39.1889547
68144240,6130,UBT/BTC,Buy,3.49e-06,5000.0,0.01745,3.49e-05,2018-09-01T06:01:39.1889547
68144233,6130,UBT/BTC,Buy,3.49e-06,2500.0,0.008725,1.745e-05,2018-09-01T06:01:31.9768559
68144233,6130,UBT/BTC,Buy,3.49e-06,2500.0,0.008725,1.745e-05,2018-09-01T06:01:31.9768559
68143937,6130,UBT/BTC,Buy,3.49e-06,2500.0,0.008725,1.745e-05,2018-09-01T05:56:26.5593201
68143937,6130,UBT/BTC,Buy,3.49e-06,2500.0,0.008725,1.745e-05,2018-09-01T05:56:26.5593201
68143923,6130,UBT/BTC,Buy,3.49e-06,2500.0,0.008725,1.745e-05,2018-09-01T05:56:25.0245037
68143923,6130,UBT/BTC,Buy,3.49e-06,2500.0,0.008725,1.745e-05,2018-09-01T05:56:25.0245037
68143895,6130,UBT/BTC,Buy,3.49e-06,5000.0,0.01745,3.49e-05,2018-09-01T05:56:03.5423447
68143895,6130,UBT/BTC,Buy,3.49e-06,5000.0,0.01745,3.49e-05,2018-09-01T05:56:03.5423447
68143883,6130,UBT/BTC,Buy,3.5e-06,2500.0,0.00875,1.75e-05,2018-09-01T05:55:58.709068
68143883,6130,UBT/BTC,Buy,3.5e-06,2500.0,0.00875,1.75e-05,2018-09-01T05:55:58.709068
68143443,6130,UBT/BTC,Buy,3.48e-06,5000.0,0.0174,3.48e-05,2018-09-01T05:51:46.3827409
68143443,6130,UBT/BTC,Buy,3.48e-06,5000.0,0.0174,3.48e-05,2018-09-01T05:51:46.3827409
68143398,6130,UBT/BTC,Buy,3.48e-06,336.6762178,0.00117163,2.34e-06,2018-09-01T05:51:16.196907
68143398,6130,UBT/BTC,Buy,3.48e-06,336.6762178,0.00117163,2.34e-06,2018-09-01T05:51:16.196907
68143397,6130,UBT/BTC,Sell,3.49e-06,7163.3237822,0.025,5e-05,2018-09-01T05:51:16.196907
68143395,6130,UBT/BTC,Buy,3.51e-06,2500.0,0.008775,1.755e-05,2018-09-01T05:51:15.8843413
68143395,6130,UBT/BTC,Buy,3.51e-06,2500.0,0.008775,1.755e-05,2018-09-01T05:51:15.8843413
68143380,6130,UBT/BTC,Buy,3.51e-06,2500.0,0.008775,1.755e-05,2018-09-01T05:51:10.6150698
68143380,6130,UBT/BTC,Buy,3.51e-06,2500.0,0.008775,1.755e-05,2018-09-01T05:51:10.6150698
68143379,6130,UBT/BTC,Buy,3.51e-06,2500.0,0.008775,1.755e-05,2018-09-01T05:51:10.6150698
68143379,6130,UBT/BTC,Buy,3.51e-06,2500.0,0.008775,1.755e-05,2018-09-01T05:51:10.6150698
68143256,6130,UBT/BTC,Buy,3.52e-06,5000.0,0.0176,3.52e-05,2018-09-01T05:49:45.0359571
68143256,6130,UBT/BTC,Buy,3.52e-06,5000.0,0.0176,3.52e-05,2018-09-01T05:49:45.0359571
68143250,6130,UBT/BTC,Buy,3.52e-06,2500.0,0.0088,1.76e-05,2018-09-01T05:49:36.9133173
68143250,6130,UBT/BTC,Buy,3.52e-06,2500.0,0.0088,1.76e-05,2018-09-01T05:49:36.9133173
68143046,6130,UBT/BTC,Buy,3.47e-06,2500.0,0.008675,1.735e-05,2018-09-01T05:48:09.849598
68143046,6130,UBT/BTC,Buy,3.47e-06,2500.0,0.008675,1.735e-05,2018-09-01T05:48:09.849598
68142942,6130,UBT/BTC,Buy,3.48e-06,2500.0,0.0087,1.74e-05,2018-09-01T05:47:12.4288817
68142942,6130,UBT/BTC,Buy,3.48e-06,2500.0,0.0087,1.74e-05,2018-09-01T05:47:12.4288817
68142783,6130,UBT/BTC,Buy,3.63e-06,5000.0,0.01815,3.63e-05,2018-09-01T05:44:33.1070047
68142783,6130,UBT/BTC,Buy,3.63e-06,5000.0,0.01815,3.63e-05,2018-09-01T05:44:33.1070047
68142782,6130,UBT/BTC,Buy,3.64e-06,2500.0,0.0091,1.82e-05,2018-09-01T05:44:25.9446689
68142782,6130,UBT/BTC,Buy,3.64e-06,2500.0,0.0091,1.82e-05,2018-09-01T05:44:25.9446689
68142701,6130,UBT/BTC,Buy,3.51e-06,5000.0,0.01755,3.51e-05,2018-09-01T05:43:19.5941801
68142701,6130,UBT/BTC,Buy,3.51e-06,5000.0,0.01755,3.51e-05,2018-09-01T05:43:19.5941801
68142615,6130,UBT/BTC,Buy,3.48e-06,3935.57261245,0.01369579,2.739e-05,2018-09-01T05:41:36.9623502
68142614,6130,UBT/BTC,Buy,3.48e-06,2500.0,0.0087,1.74e-05,2018-09-01T05:41:36.9623502
68142446,6130,UBT/BTC,Buy,3.59e-06,4003.03259319,0.01437089,2.874e-05,2018-09-01T05:37:16.4204047
68142446,6130,UBT/BTC,Buy,3.59e-06,4003.03259319,0.01437089,2.874e-05,2018-09-01T05:37:16.4204047
68142418,6130,UBT/BTC,Buy,3.59e-06,2500.0,0.008975,1.795e-05,2018-09-01T05:37:00.705085
68142418,6130,UBT/BTC,Buy,3.59e-06,2500.0,0.008975,1.795e-05,2018-09-01T05:37:00.705085
68142394,6130,UBT/BTC,Buy,3.58e-06,2500.0,0.00895,1.79e-05,2018-09-01T05:36:27.2314612
68142394,6130,UBT/BTC,Buy,3.58e-06,2500.0,0.00895,1.79e-05,2018-09-01T05:36:27.2314612
68142387,6130,UBT/BTC,Buy,3.58e-06,2500.0,0.00895,1.79e-05,2018-09-01T05:36:23.5173752
68142387,6130,UBT/BTC,Buy,3.58e-06,2500.0,0.00895,1.79e-05,2018-09-01T05:36:23.5173752
68142283,6130,UBT/BTC,Buy,3.56e-06,5000.0,0.0178,3.56e-05,2018-09-01T05:35:34.8260166
68142283,6130,UBT/BTC,Buy,3.56e-06,5000.0,0.0178,3.56e-05,2018-09-01T05:35:34.8260166
68142275,6130,UBT/BTC,Buy,3.57e-06,2500.0,0.008925,1.785e-05,2018-09-01T05:35:29.4951665
68142275,6130,UBT/BTC,Buy,3.57e-06,2500.0,0.008925,1.785e-05,2018-09-01T05:35:29.4951665
68142178,6130,UBT/BTC,Buy,3.48e-06,5000.0,0.0174,3.48e-05,2018-09-01T05:34:26.7466022
68142178,6130,UBT/BTC,Buy,3.48e-06,5000.0,0.0174,3.48e-05,2018-09-01T05:34:26.7466022
68142170,6130,UBT/BTC,Buy,3.47e-06,2500.0,0.008675,1.735e-05,2018-09-01T05:34:19.645136
68142170,6130,UBT/BTC,Buy,3.47e-06,2500.0,0.008675,1.735e-05,2018-09-01T05:34:19.645136
68140457,6130,UBT/BTC,Buy,3.53e-06,4003.03259319,0.01413071,2.826e-05,2018-09-01T05:05:55.834671
68140457,6130,UBT/BTC,Buy,3.53e-06,4003.03259319,0.01413071,2.826e-05,2018-09-01T05:05:55.834671
68140450,6130,UBT/BTC,Buy,3.53e-06,2500.0,0.008825,1.765e-05,2018-09-01T05:05:49.0453974
68140450,6130,UBT/BTC,Buy,3.53e-06,2500.0,0.008825,1.765e-05,2018-09-01T05:05:49.0453974
68140370,6130,UBT/BTC,Buy,3.49e-06,5000.0,0.01745,3.49e-05,2018-09-01T05:03:50.6669764
68140370,6130,UBT/BTC,Buy,3.49e-06,5000.0,0.01745,3.49e-05,2018-09-01T05:03:50.6669764
68140367,6130,UBT/BTC,Buy,3.49e-06,2500.0,0.008725,1.745e-05,2018-09-01T05:03:36.5271778
68140367,6130,UBT/BTC,Buy,3.49e-06,2500.0,0.008725,1.745e-05,2018-09-01T05:03:36.5271778
68139168,6130,UBT/BTC,Buy,3.59e-06,2500.0,0.008975,1.795e-05,2018-09-01T04:50:57.3345883
68139168,6130,UBT/BTC,Buy,3.59e-06,2500.0,0.008975,1.795e-05,2018-09-01T04:50:57.3345883
68139167,6130,UBT/BTC,Buy,3.6e-06,2500.0,0.009,1.8e-05,2018-09-01T04:50:57.3345883
68139167,6130,UBT/BTC,Buy,3.6e-06,2500.0,0.009,1.8e-05,2018-09-01T04:50:57.3345883
68139163,6130,UBT/BTC,Buy,3.6e-06,2500.0,0.009,1.8e-05,2018-09-01T04:50:52.3506673
68139163,6130,UBT/BTC,Buy,3.6e-06,2500.0,0.009,1.8e-05,2018-09-01T04:50:52.3506673
68139143,6130,UBT/BTC,Buy,3.53e-06,2500.0,0.008825,1.765e-05,2018-09-01T04:50:31.5366829
68139143,6130,UBT/BTC,Buy,3.53e-06,2500.0,0.008825,1.765e-05,2018-09-01T04:50:31.5366829
68138959,6130,UBT/BTC,Buy,3.6e-06,5000.0,0.018,3.6e-05,2018-09-01T04:46:42.3127081
68138959,6130,UBT/BTC,Buy,3.6e-06,5000.0,0.018,3.6e-05,2018-09-01T04:46:42.3127081
68138957,6130,UBT/BTC,Buy,3.6e-06,2278.3933518,0.00820222,1.64e-05,2018-09-01T04:46:35.1017474
68138957,6130,UBT/BTC,Buy,3.6e-06,2278.3933518,0.00820222,1.64e-05,2018-09-01T04:46:35.1017474
68138956,6130,UBT/BTC,Sell,3.61e-06,221.6066482,0.0008,1.6e-06,2018-09-01T04:46:35.1017474
68138925,6130,UBT/BTC,Buy,3.6e-06,5000.0,0.018,3.6e-05,2018-09-01T04:46:04.7214857
68138925,6130,UBT/BTC,Buy,3.6e-06,5000.0,0.018,3.6e-05,2018-09-01T04:46:04.7214857
68138923,6130,UBT/BTC,Buy,3.6e-06,2500.0,0.009,1.8e-05,2018-09-01T04:45:59.8785697
68138923,6130,UBT/BTC,Buy,3.6e-06,2500.0,0.009,1.8e-05,2018-09-01T04:45:59.8785697
68138913,6130,UBT/BTC,Buy,3.49e-06,263.77201236,0.00092056,1.84e-06,2018-09-01T04:45:38.0305594
68138747,6130,UBT/BTC,Buy,3.52e-06,5000.0,0.0176,3.52e-05,2018-09-01T04:41:11.7121721
68138747,6130,UBT/BTC,Buy,3.52e-06,5000.0,0.0176,3.52e-05,2018-09-01T04:41:11.7121721
68138745,6130,UBT/BTC,Buy,3.52e-06,2500.0,0.0088,1.76e-05,2018-09-01T04:41:08.3814029
68138745,6130,UBT/BTC,Buy,3.52e-06,2500.0,0.0088,1.76e-05,2018-09-01T04:41:08.3814029
68138715,6130,UBT/BTC,Buy,3.53e-06,5000.0,0.01765,3.53e-05,2018-09-01T04:40:46.5295096
68138715,6130,UBT/BTC,Buy,3.53e-06,5000.0,0.01765,3.53e-05,2018-09-01T04:40:46.5295096
68138701,6130,UBT/BTC,Buy,3.53e-06,2500.0,0.008825,1.765e-05,2018-09-01T04:40:40.6053046
68138701,6130,UBT/BTC,Buy,3.53e-06,2500.0,0.008825,1.765e-05,2018-09-01T04:40:40.6053046
68138617,6130,UBT/BTC,Buy,3.47e-06,5000.0,0.01735,3.47e-05,2018-09-01T04:39:01.3171952
68138617,6130,UBT/BTC,Buy,3.47e-06,5000.0,0.01735,3.47e-05,2018-09-01T04:39:01.3171952
68138611,6130,UBT/BTC,Buy,3.47e-06,2500.0,0.008675,1.735e-05,2018-09-01T04:38:52.8566304
68138611,6130,UBT/BTC,Buy,3.47e-06,2500.0,0.008675,1.735e-05,2018-09-01T04:38:52.8566304
68138501,6130,UBT/BTC,Buy,3.48e-06,5000.0,0.0174,3.48e-05,2018-09-01T04:36:39.4725848
68138501,6130,UBT/BTC,Buy,3.48e-06,5000.0,0.0174,3.48e-05,2018-09-01T04:36:39.4725848
68138499,6130,UBT/BTC,Buy,3.48e-06,2500.0,0.0087,1.74e-05,2018-09-01T04:36:32.4822147
68138499,6130,UBT/BTC,Buy,3.48e-06,2500.0,0.0087,1.74e-05,2018-09-01T04:36:32.4822147
68138431,6130,UBT/BTC,Sell,3.46e-06,288.44046012,0.000998,2e-06,2018-09-01T04:34:46.9849789
68138430,6130,UBT/BTC,Buy,3.46e-06,2500.0,0.00865,1.73e-05,2018-09-01T04:34:46.6099541
68138430,6130,UBT/BTC,Buy,3.46e-06,2500.0,0.00865,1.73e-05,2018-09-01T04:34:46.6099541
68138419,6130,UBT/BTC,Buy,3.37e-06,442.22297573,0.00149029,2.98e-06,2018-09-01T04:34:37.4779136
68138418,6130,UBT/BTC,Buy,3.37e-06,2500.0,0.008425,1.685e-05,2018-09-01T04:34:37.4779136
68138412,6130,UBT/BTC,Buy,3.45e-06,1410.85183322,0.00486744,9.73e-06,2018-09-01T04:34:15.651494
68138411,6130,UBT/BTC,Sell,3.46e-06,231.21387283,0.0008,1.6e-06,2018-09-01T04:34:12.9943536
68138360,6130,UBT/BTC,Sell,3.49e-06,1410.85164913,0.00492387,9.85e-06,2018-09-01T04:32:57.2750503
68138357,6130,UBT/BTC,Sell,3.49e-06,321.70283608,0.00112274,2.25e-06,2018-09-01T04:32:56.9781575
68138356,6130,UBT/BTC,Sell,3.49e-06,1089.14816678,0.00380113,7.6e-06,2018-09-01T04:32:56.9781575
68138355,6130,UBT/BTC,Sell,3.49e-06,1410.85183322,0.00492387,9.85e-06,2018-09-01T04:32:56.8375245
68138319,6130,UBT/BTC,Buy,3.5e-06,5000.0,0.0175,3.5e-05,2018-09-01T04:32:02.4597409
68138319,6130,UBT/BTC,Buy,3.5e-06,5000.0,0.0175,3.5e-05,2018-09-01T04:32:02.4597409
